"","State","Year","Undergrad","Professional","Grad","Total"
"1697","Pennsylvania",1993,61,2,75,138
"1698","Pennsylvania",1992,57,5,71,133
"1699","Pennsylvania",1991,65,5,76,146
"1700","Pennsylvania",1990,60,4,74,138
"1701","Pennsylvania",1989,43,2,56,101
"1702","Pennsylvania",1988,42,2,45,89
"1703","Pennsylvania",1987,28,2,42,72
"1704","Pennsylvania",1986,28,0,51,79
"1705","Pennsylvania",1985,20,0,60,80
"1706","Pennsylvania",1984,25,0,64,89
"1707","Pennsylvania",1983,31,0,66,97
"1708","Pennsylvania",1982,26,1,63,90
"1709","Pennsylvania",1981,19,5,68,92
"1710","Pennsylvania",1980,23,3,86,112
"1711","Pennsylvania",1979,20,4,86,110
"1712","Pennsylvania",1978,29,2,92,123
"1713","Pennsylvania",1977,29,4,81,114
"1714","Pennsylvania",1976,31,3,88,122
"1715","Pennsylvania",1975,36,2,107,145
"1716","Puerto Rico",2017,3,20,3,26
"1717","Puerto Rico",2016,6,19,1,26
"1718","Puerto Rico",2015,5,20,1,26
"1719","Puerto Rico",2014,6,17,1,24
"1720","Puerto Rico",2013,4,17,0,21
"1721","Rhode Island",2017,6,6,0,12
"1722","Rhode Island",2016,2,5,0,7
"1723","Rhode Island",2015,2,5,0,7
"1724","Rhode Island",2014,3,7,0,10
"1725","Rhode Island",2013,2,8,0,10
"1726","Rhode Island",2012,2,9,0,11
"1727","Rhode Island",2011,4,11,0,15
"1728","Rhode Island",2010,4,9,1,14
"1729","Rhode Island",2009,4,9,1,14
"1730","Rhode Island",2008,3,6,1,10
"1731","Rhode Island",2007,4,1,0,5
"1732","Rhode Island",2006,2,1,0,3
"1733","Rhode Island",2005,2,2,0,4
"1734","Rhode Island",2004,3,1,0,4
"1735","Rhode Island",2003,4,6,1,11
"1736","Rhode Island",2002,5,4,3,12
"1737","Rhode Island",2001,4,3,3,10
"1738","Rhode Island",2000,7,9,2,18
"1739","Rhode Island",1999,7,9,2,18
"1740","Rhode Island",1998,6,8,1,15
"1741","Rhode Island",1997,6,1,7,14
"1742","Rhode Island",1996,6,2,5,13
"1743","Rhode Island",1995,3,1,3,7
"1744","Rhode Island",1994,4,1,3,8
"1745","Rhode Island",1993,3,1,1,5
"1746","Rhode Island",1992,4,1,2,7
"1747","Rhode Island",1991,6,1,5,12
"1748","Rhode Island",1990,3,0,5,8
"1749","Rhode Island",1989,2,0,2,4
"1750","Rhode Island",1988,0,0,4,4
"1751","Rhode Island",1987,1,0,3,4
"1752","Rhode Island",1986,2,0,2,4
"1753","Rhode Island",1985,3,0,5,8
"1754","Rhode Island",1984,3,0,4,7
"1755","Rhode Island",1983,1,0,NA,1
"1756","Rhode Island",1982,0,0,3,3
"1757","Rhode Island",1981,2,0,4,6
"1758","Rhode Island",1980,6,0,8,14
"1759","Rhode Island",1979,5,0,6,11
"1760","Rhode Island",1978,3,0,5,8
"1761","Rhode Island",1977,2,0,5,7
"1762","Rhode Island",1976,1,0,7,8
"1763","Rhode Island",1975,1,0,7,8
"1764","South Carolina",2017,7,17,2,26
"1765","South Carolina",2016,5,15,2,22
"1766","South Carolina",2015,5,16,4,25
"1767","South Carolina",2014,8,16,1,25
"1768","South Carolina",2013,8,14,2,24
"1769","South Carolina",2012,5,10,1,16
"1770","South Carolina",2011,3,13,2,18
"1771","South Carolina",2010,7,8,2,17
"1772","South Carolina",2009,7,8,2,17
"1773","South Carolina",2008,12,15,1,28
"1774","South Carolina",2007,9,17,1,27
"1775","South Carolina",2006,7,13,0,20
"1776","South Carolina",2005,10,14,0,24
"1777","South Carolina",2004,10,3,0,13
"1778","South Carolina",2003,10,12,1,23
"1779","South Carolina",2002,9,10,1,20
"1780","South Carolina",2001,9,10,2,21
"1781","South Carolina",2000,7,14,2,23
"1782","South Carolina",1999,12,12,3,27
"1783","South Carolina",1998,12,15,2,29
"1784","South Carolina",1997,17,2,16,35
"1785","South Carolina",1996,15,0,15,30
"1786","South Carolina",1995,7,0,1,8
"1787","South Carolina",1994,9,0,11,20
"1788","South Carolina",1993,9,0,11,20
"1789","South Carolina",1992,12,0,7,19
"1790","South Carolina",1991,5,0,12,17
"1791","South Carolina",1990,8,0,14,22
"1792","South Carolina",1989,7,2,10,19
"1793","South Carolina",1988,5,1,6,12
"1794","South Carolina",1987,3,1,10,14
"1795","South Carolina",1986,3,0,14,17
"1796","South Carolina",1985,5,0,9,14
"1797","South Carolina",1984,0,0,6,6
"1798","South Carolina",1983,1,0,5,6
"1799","South Carolina",1982,1,0,8,9
"1800","South Carolina",1981,0,0,13,13
"1801","South Carolina",1980,1,0,11,12
"1802","South Carolina",1979,1,0,12,13
"1803","South Carolina",1978,4,0,6,10
"1804","South Carolina",1977,2,1,8,11
"1805","South Carolina",1976,2,0,13,15
"1806","South Carolina",1975,3,1,18,22
"1807","South Dakota",2017,3,4,1,8
"1808","South Dakota",2016,2,4,0,6
"1809","South Dakota",2015,3,8,0,11
"1810","South Dakota",2014,6,7,0,13
"1811","South Dakota",2013,5,7,1,13
"1812","South Dakota",2012,5,6,1,12
"1813","South Dakota",2011,5,3,2,10
"1814","South Dakota",2010,1,2,1,4
"1815","South Dakota",2009,1,2,1,4
"1816","South Dakota",2008,1,4,0,5
"1817","South Dakota",2007,1,6,0,7
"1818","South Dakota",2006,3,3,0,6
"1819","South Dakota",2005,4,2,0,6
"1820","South Dakota",2004,5,0,0,5
"1821","South Dakota",2003,5,3,0,8
"1822","South Dakota",2002,4,4,0,8
"1823","South Dakota",2001,5,5,1,11
"1824","South Dakota",2000,5,4,2,11
"1825","South Dakota",1999,6,6,2,14
"1826","South Dakota",1998,5,6,2,13
"1827","South Dakota",1997,5,1,7,13
"1828","South Dakota",1996,2,0,6,8
"1829","South Dakota",1995,1,0,6,7
"1830","South Dakota",1994,0,0,6,6
"1831","South Dakota",1993,0,0,5,5
"1832","South Dakota",1992,0,0,3,3
"1833","South Dakota",1991,1,0,2,3
"1834","South Dakota",1990,3,1,2,6
"1835","South Dakota",1989,1,0,5,6
"1836","South Dakota",1988,1,0,4,5
"1837","South Dakota",1987,2,0,5,7
"1838","South Dakota",1986,1,0,5,6
"1839","South Dakota",1985,1,0,7,8
"1840","South Dakota",1984,1,0,10,11
"1841","South Dakota",1983,2,0,7,9
"1842","South Dakota",1982,0,1,8,9
"1843","South Dakota",1981,0,1,5,6
"1844","South Dakota",1980,1,1,11,13
"1845","South Dakota",1979,2,1,4,7
"1846","South Dakota",1978,0,0,3,3
"1847","South Dakota",1977,0,0,5,5
"1848","South Dakota",1976,1,0,2,3
"1849","South Dakota",1975,1,0,3,4
"1850","Tennessee",2017,45,53,4,102
"1851","Tennessee",2016,46,36,2,84
"1852","Tennessee",2015,43,27,4,74
"1853","Tennessee",2014,42,25,4,71
"1854","Tennessee",2013,39,27,3,69
"1855","Tennessee",2012,37,30,3,70
"1856","Tennessee",2011,35,28,2,65
"1857","Tennessee",2010,25,29,2,56
"1858","Tennessee",2009,25,29,2,56
"1859","Tennessee",2008,28,36,1,65
"1860","Tennessee",2007,25,22,3,50
"1861","Tennessee",2006,28,21,3,52
"1862","Tennessee",2005,38,17,3,58
"1863","Tennessee",2004,41,9,2,52
"1864","Tennessee",2003,43,42,1,86
"1865","Tennessee",2002,44,47,1,92
"1866","Tennessee",2001,41,39,1,81
"1867","Tennessee",2000,35,37,2,74
"1868","Tennessee",1999,43,37,2,82
"1869","Tennessee",1998,52,46,1,99
"1870","Tennessee",1997,52,2,41,95
"1871","Tennessee",1996,51,1,40,92
"1872","Tennessee",1995,44,1,31,76
"1873","Tennessee",1994,37,1,19,57
"1874","Tennessee",1993,33,2,25,60
"1875","Tennessee",1992,38,1,19,58
"1876","Tennessee",1991,43,2,25,70
"1877","Tennessee",1990,39,2,28,69
"1878","Tennessee",1989,36,1,27,64
"1879","Tennessee",1988,26,0,35,61
"1880","Tennessee",1987,24,0,30,54
"1881","Tennessee",1986,22,1,27,50
"1882","Tennessee",1985,16,0,20,36
"1883","Tennessee",1984,18,0,20,38
"1884","Tennessee",1983,13,0,18,31
"1885","Tennessee",1982,13,0,17,30
"1886","Tennessee",1981,17,1,23,41
"1887","Tennessee",1980,21,0,23,44
"1888","Tennessee",1979,16,0,21,37
"1889","Tennessee",1978,10,0,21,31
"1890","Tennessee",1977,9,0,22,31
"1891","Tennessee",1976,4,1,23,28
"1892","Tennessee",1975,8,1,33,42
"1893","Texas",2017,162,188,18,368
"1894","Texas",2016,164,92,16,272
"1895","Texas",2015,148,81,13,242
"1896","Texas",2014,119,85,17,221
"1897","Texas",2013,121,84,17,222
"1898","Texas",2012,109,89,19,217
"1899","Texas",2011,100,89,25,214
"1900","Texas",2010,87,76,25,188
"1901","Texas",2009,87,76,25,188
"1902","Texas",2008,102,66,14,182
"1903","Texas",2007,92,70,10,172
"1904","Texas",2006,85,71,13,169
"1905","Texas",2005,87,48,12,147
"1906","Texas",2004,93,41,7,141
"1907","Texas",2003,85,136,5,226
"1908","Texas",2002,72,126,4,202
"1909","Texas",2001,55,103,6,164
"1910","Texas",2000,47,98,6,151
"1911","Texas",1999,57,87,7,151
"1912","Texas",1998,53,100,5,158
"1913","Texas",1997,44,7,100,151
"1914","Texas",1996,45,5,92,142
"1915","Texas",1995,44,2,63,109
"1916","Texas",1994,37,2,56,95
"1917","Texas",1993,48,2,54,104
"1918","Texas",1992,44,0,55,99
"1919","Texas",1991,49,0,47,96
"1920","Texas",1990,44,0,45,89
"1921","Texas",1989,33,0,38,71
"1922","Texas",1988,27,0,37,64
"1923","Texas",1987,22,0,36,58
"1924","Texas",1986,12,0,31,43
"1925","Texas",1985,12,0,31,43
"1926","Texas",1984,10,0,33,43
"1927","Texas",1983,10,1,47,58
"1928","Texas",1982,12,1,52,65
"1929","Texas",1981,13,1,47,61
"1930","Texas",1980,16,1,40,57
"1931","Texas",1979,15,0,36,51
"1932","Texas",1978,11,1,46,58
"1933","Texas",1977,9,1,45,55
"1934","Texas",1976,11,0,37,48
"1935","Texas",1975,11,1,42,54
"1936","Unknown",2017,282,1435,59,1776
"1937","Unknown",2016,525,1146,65,1736
"1938","Unknown",2015,548,1177,48,1773
"1939","Unknown",2014,596,1214,52,1862
"1940","Unknown",2013,574,1253,52,1879
"1941","Unknown",2012,606,1269,72,1947
"1942","Unknown",2011,624,1325,84,2033
"1943","Unknown",2010,612,1432,79,2123
"1944","Unknown",2009,612,1432,79,2123
"1945","Unknown",2008,568,1546,103,2217
"1946","Unknown",2007,486,1581,113,2180
"1947","Unknown",2006,498,1659,132,2289
"1948","Unknown",2005,508,1804,141,2453
"1949","Unknown",2004,473,1851,82,2406
"1950","Utah",2017,7,21,0,28
"1951","Utah",2016,7,14,0,21
"1952","Utah",2015,8,15,0,23
"1953","Utah",2014,6,16,0,22
"1954","Utah",2013,3,19,0,22
"1955","Utah",2012,4,16,0,20
"1956","Utah",2011,4,10,1,15
"1957","Utah",2010,2,11,5,18
"1958","Utah",2009,2,11,5,18
"1959","Utah",2008,4,19,5,28
"1960","Utah",2007,4,21,1,26
"1961","Utah",2006,4,20,2,26
"1962","Utah",2005,7,17,2,26
"1963","Utah",2004,11,13,3,27
"1964","Utah",2003,6,52,4,62
"1965","Utah",2002,7,44,2,53
"1966","Utah",2001,8,43,3,54
"1967","Utah",2000,4,45,2,51
"1968","Utah",1999,6,41,3,50
"1969","Utah",1998,3,39,3,45
"1970","Utah",1997,6,2,26,34
"1971","Utah",1996,5,0,19,24
"1972","Utah",1995,2,1,11,14
"1973","Utah",1994,1,1,2,4
"1974","Utah",1993,1,1,2,4
"1975","Utah",1992,2,1,6,9
"1976","Utah",1991,1,1,4,6
"1977","Utah",1990,1,0,5,6
"1978","Utah",1989,1,0,9,10
"1979","Utah",1988,0,0,3,3
"1980","Utah",1987,0,0,8,8
"1981","Utah",1986,1,0,5,6
"1982","Utah",1985,1,0,9,10
"1983","Utah",1984,0,0,12,12
"1984","Utah",1983,0,0,9,9
"1985","Utah",1982,0,1,7,8
"1986","Utah",1981,0,0,13,13
"1987","Utah",1980,0,0,11,11
"1988","Utah",1979,2,0,11,13
"1989","Utah",1978,0,0,10,10
"1990","Utah",1977,0,0,8,8
"1991","Utah",1976,0,0,9,9
"1992","Utah",1975,0,0,5,5
"1993","Vermont",2017,1,6,0,7
"1994","Vermont",2016,2,3,0,5
"1995","Vermont",2015,3,4,0,7
"1996","Vermont",2014,1,4,0,5
"1997","Vermont",2013,1,3,0,4
"1998","Vermont",2012,1,2,1,4
"1999","Vermont",2011,2,2,0,4
"2000","Vermont",2010,1,0,1,2
"2001","Vermont",2009,1,0,1,2
"2002","Vermont",2008,6,1,2,9
"2003","Vermont",2007,7,0,1,8
"2004","Vermont",2006,8,1,2,11
"2005","Vermont",2005,6,1,0,7
"2006","Vermont",2004,3,2,0,5
"2007","Vermont",2003,2,7,0,9
"2008","Vermont",2002,1,5,0,6
"2009","Vermont",2001,1,6,0,7
"2010","Vermont",2000,2,6,0,8
"2011","Vermont",1999,4,8,0,12
"2012","Vermont",1998,3,5,0,8
"2013","Vermont",1997,4,0,6,10
"2014","Vermont",1996,5,0,9,14
"2015","Vermont",1995,1,0,8,9
"2016","Vermont",1994,1,0,6,7
"2017","Vermont",1993,0,0,4,4
"2018","Vermont",1992,2,0,2,4
"2019","Vermont",1991,3,0,3,6
"2020","Vermont",1990,2,0,2,4
"2021","Vermont",1989,3,1,1,5
"2022","Vermont",1988,2,1,1,4
"2023","Vermont",1987,1,1,4,6
"2024","Vermont",1986,2,0,6,8
"2025","Vermont",1985,0,0,5,5
"2026","Vermont",1984,0,0,4,4
"2027","Vermont",1983,0,0,8,8
"2028","Vermont",1982,0,0,3,3
"2029","Vermont",1981,0,0,3,3
"2030","Vermont",1980,0,0,4,4
"2031","Vermont",1979,4,0,4,8
"2032","Vermont",1978,8,0,8,16
"2033","Vermont",1977,1,0,8,9
"2034","Vermont",1976,0,0,4,4
"2035","Vermont",1975,0,0,1,1
"2036","Virgin Islands",2017,0,1,0,1
"2037","Virginia",2017,133,77,7,217
"2038","Virginia",2016,133,41,8,182
"2039","Virginia",2015,128,42,4,174
"2040","Virginia",2014,123,39,3,165
"2041","Virginia",2013,112,43,4,159
"2042","Virginia",2012,81,48,5,134
"2043","Virginia",2011,61,40,5,106
"2044","Virginia",2010,56,36,2,94
"2045","Virginia",2009,56,36,2,94
"2046","Virginia",2008,67,36,4,107
"2047","Virginia",2007,68,29,4,101
"2048","Virginia",2006,69,24,1,94
"2049","Virginia",2005,74,33,0,107
"2050","Virginia",2004,58,33,2,93
"2051","Virginia",2003,74,78,9,161
"2052","Virginia",2002,77,74,8,159
"2053","Virginia",2001,86,73,8,167
"2054","Virginia",2000,91,69,4,164
"2055","Virginia",1999,89,60,2,151
"2056","Virginia",1998,101,56,7,164
"2057","Virginia",1997,90,4,60,154
"2058","Virginia",1996,82,5,63,150
"2059","Virginia",1995,75,2,58,135
"2060","Virginia",1994,48,2,41,91
"2061","Virginia",1993,42,1,41,84
"2062","Virginia",1992,44,4,31,79
"2063","Virginia",1991,36,1,34,71
"2064","Virginia",1990,42,0,25,67
"2065","Virginia",1989,24,0,27,51
"2066","Virginia",1988,24,0,30,54
"2067","Virginia",1987,21,0,32,53
"2068","Virginia",1986,16,0,42,58
"2069","Virginia",1985,17,1,36,54
"2070","Virginia",1984,18,1,39,58
"2071","Virginia",1983,13,2,27,42
"2072","Virginia",1982,14,1,33,48
"2073","Virginia",1981,12,0,34,46
"2074","Virginia",1980,16,0,36,52
"2075","Virginia",1979,28,0,28,56
"2076","Virginia",1978,33,0,33,66
"2077","Virginia",1977,20,0,32,52
"2078","Virginia",1976,15,0,39,54
"2079","Virginia",1975,15,0,41,56
"2080","Washington",2017,60,82,2,144
"2081","Washington",2016,67,38,4,109
"2082","Washington",2015,61,34,5,100
"2083","Washington",2014,63,35,5,103
"2084","Washington",2013,43,34,8,85
"2085","Washington",2012,31,40,8,79
"2086","Washington",2011,26,31,7,64
"2087","Washington",2010,22,33,4,59
"2088","Washington",2009,22,33,4,59
"2089","Washington",2008,23,30,6,59
"2090","Washington",2007,29,33,4,66
"2091","Washington",2006,32,25,1,58
"2092","Washington",2005,25,19,1,45
"2093","Washington",2004,32,10,1,43
"2094","Washington",2003,29,54,2,85
"2095","Washington",2002,22,54,1,77
"2096","Washington",2001,23,48,2,73
"2097","Washington",2000,13,39,3,55
"2098","Washington",1999,11,33,4,48
"2099","Washington",1998,8,36,4,48
"2100","Washington",1997,7,5,40,52
"2101","Washington",1996,14,3,32,49
"2102","Washington",1995,14,0,25,39
"2103","Washington",1994,11,0,12,23
"2104","Washington",1993,8,0,15,23
"2105","Washington",1992,9,0,20,29
"2106","Washington",1991,9,1,14,24
"2107","Washington",1990,9,0,17,26
"2108","Washington",1989,6,1,20,27
"2109","Washington",1988,10,1,22,33
"2110","Washington",1987,3,1,19,23
"2111","Washington",1986,3,1,30,34
"2112","Washington",1985,1,0,21,22
"2113","Washington",1984,3,0,22,25
"2114","Washington",1983,4,0,13,17
"2115","Washington",1982,1,1,17,19
"2116","Washington",1981,0,1,19,20
"2117","Washington",1980,3,1,20,24
"2118","Washington",1979,18,0,18,36
"2119","Washington",1978,28,0,28,56
"2120","Washington",1977,3,0,24,27
"2121","Washington",1976,5,0,14,19
"2122","Washington",1975,3,0,24,27
"2123","West Virginia",2017,1,12,3,16
"2124","West Virginia",2016,0,8,3,11
"2125","West Virginia",2015,4,5,0,9
"2126","West Virginia",2014,4,6,0,10
"2127","West Virginia",2013,5,6,0,11
"2128","West Virginia",2012,7,8,0,15
"2129","West Virginia",2011,4,7,1,12
"2130","West Virginia",2010,4,5,1,10
"2131","West Virginia",2009,4,5,1,10
"2132","West Virginia",2008,5,5,0,10
"2133","West Virginia",2007,5,5,0,10
"2134","West Virginia",2006,5,3,0,8
"2135","West Virginia",2005,5,5,1,11
"2136","West Virginia",2004,6,3,0,9
"2137","West Virginia",2003,5,9,0,14
"2138","West Virginia",2002,6,9,1,16
"2139","West Virginia",2001,5,9,1,15
"2140","West Virginia",2000,5,8,1,14
"2141","West Virginia",1999,7,7,0,14
"2142","West Virginia",1998,7,9,0,16
"2143","West Virginia",1997,9,0,11,20
"2144","West Virginia",1996,9,0,14,23
"2145","West Virginia",1995,5,0,6,11
"2146","West Virginia",1994,3,0,3,6
"2147","West Virginia",1993,3,0,5,8
"2148","West Virginia",1992,6,0,7,13
"2149","West Virginia",1991,6,0,3,9
"2150","West Virginia",1990,8,0,3,11
"2151","West Virginia",1989,8,0,2,10
"2152","West Virginia",1988,3,0,1,4
"2153","West Virginia",1987,4,0,4,8
"2154","West Virginia",1986,3,0,5,8
"2155","West Virginia",1985,3,0,4,7
"2156","West Virginia",1984,2,0,3,5
"2157","West Virginia",1983,0,0,7,7
"2158","West Virginia",1982,2,0,7,9
"2159","West Virginia",1981,1,0,8,9
"2160","West Virginia",1980,2,0,6,8
"2161","West Virginia",1979,5,0,5,10
"2162","West Virginia",1978,1,0,1,2
"2163","West Virginia",1977,3,0,4,7
"2164","West Virginia",1976,3,0,5,8
"2165","West Virginia",1975,2,0,10,12
"2166","Wisconsin",2017,66,87,17,170
"2167","Wisconsin",2016,60,65,14,139
"2168","Wisconsin",2015,61,64,14,139
"2169","Wisconsin",2014,65,71,15,151
"2170","Wisconsin",2013,60,68,16,144
"2171","Wisconsin",2012,69,77,13,159
"2172","Wisconsin",2011,67,75,13,155
"2173","Wisconsin",2010,50,77,7,134
"2174","Wisconsin",2009,50,77,7,134
"2175","Wisconsin",2008,48,51,4,103
"2176","Wisconsin",2007,56,47,4,107
"2177","Wisconsin",2006,61,49,3,113
"2178","Wisconsin",2005,54,41,3,98
"2179","Wisconsin",2004,54,34,4,92
"2180","Wisconsin",2003,59,97,7,163
"2181","Wisconsin",2002,66,93,9,168
"2182","Wisconsin",2001,63,83,13,159
"2183","Wisconsin",2000,63,80,10,153
"2184","Wisconsin",1999,70,91,5,166
"2185","Wisconsin",1998,72,84,5,161
"2186","Wisconsin",1997,73,5,81,159
"2187","Wisconsin",1996,84,6,79,169
"2188","Wisconsin",1995,74,5,75,154
"2189","Wisconsin",1994,66,5,56,127
"2190","Wisconsin",1993,58,3,55,116
"2191","Wisconsin",1992,66,2,54,122
"2192","Wisconsin",1991,53,1,53,107
"2193","Wisconsin",1990,45,1,50,96
"2194","Wisconsin",1989,44,0,40,84
"2195","Wisconsin",1988,35,2,32,69
"2196","Wisconsin",1987,40,0,51,91
"2197","Wisconsin",1986,47,0,47,94
"2198","Wisconsin",1985,43,0,66,109
"2199","Wisconsin",1984,38,0,78,116
"2200","Wisconsin",1983,33,2,73,108
"2201","Wisconsin",1982,36,3,76,115
"2202","Wisconsin",1981,43,3,52,98
"2203","Wisconsin",1980,39,4,63,106
"2204","Wisconsin",1979,51,6,51,108
"2205","Wisconsin",1978,56,5,56,117
"2206","Wisconsin",1977,29,1,64,94
"2207","Wisconsin",1976,30,2,64,96
"2208","Wisconsin",1975,30,3,73,106
"2209","Wyoming",2017,3,5,0,8
"2210","Wyoming",2016,1,3,0,4
"2211","Wyoming",2015,1,2,0,3
"2212","Wyoming",2014,1,1,0,2
"2213","Wyoming",2013,0,2,1,3
"2214","Wyoming",2012,1,0,1,2
"2215","Wyoming",2011,1,0,1,2
"2216","Wyoming",2010,2,0,0,2
"2217","Wyoming",2009,2,0,0,2
"2218","Wyoming",2008,1,0,0,1
"2219","Wyoming",2007,1,0,0,1
"2220","Wyoming",2006,1,0,0,1
"2221","Wyoming",2005,2,1,0,3
"2222","Wyoming",2004,3,2,0,5
"2223","Wyoming",2003,1,6,1,8
"2224","Wyoming",2002,0,4,1,5
"2225","Wyoming",2001,0,6,1,7
"2226","Wyoming",2000,1,5,0,6
"2227","Wyoming",1999,1,5,1,7
"2228","Wyoming",1998,0,5,1,6
"2229","Wyoming",1997,0,1,4,5
"2230","Wyoming",1996,1,0,1,2
"2231","Wyoming",1995,2,0,2,4
"2232","Wyoming",1994,1,0,2,3
"2233","Wyoming",1993,0,0,1,1
"2234","Wyoming",1992,2,0,1,3
"2235","Wyoming",1991,1,0,3,4
"2236","Wyoming",1990,1,0,4,5
"2237","Wyoming",1989,1,0,5,6
"2238","Wyoming",1988,1,1,4,6
"2239","Wyoming",1987,0,0,3,3
"2240","Wyoming",1986,2,0,2,4
"2241","Wyoming",1985,1,0,5,6
"2242","Wyoming",1984,1,0,2,3
"2243","Wyoming",1983,0,0,2,2
"2244","Wyoming",1982,0,0,0,0
"2245","Wyoming",1981,0,0,1,1
"2246","Wyoming",1980,1,0,2,3
"2247","Wyoming",1979,4,0,4,8
"2248","Wyoming",1978,5,0,5,10
"2249","Wyoming",1977,1,0,4,5
"2250","Wyoming",1976,1,0,0,1
"2251","Wyoming",1975,0,0,1,1
